sample_location,ufn,species,survey_date,site_id,lat,lon,standard_length,fork_length,weight,date_processed,stock_1,prob_1,stock_2,prob_2,stock_3,prob_3,container_id,comments_sample,comments_fish_health_lab,comments_protocol
BRN35-F6,U3813,PI,2016-05-28,J02,50.60125,-126.704457,114,120,13.6,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E6,U3814,PI,2016-05-22,J02,50.601718,-126.701857,103,108,12.6,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-D6,U3815,PI,2016-05-22,J02,50.601718,-126.701857,120,NA,20.2,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C6,U3816,PI,2016-05-22,J02,50.601718,-126.701857,116,122,16.2,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-B6,U3817,PI,2016-05-22,J02,50.601718,-126.701857,96,100,9.2,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,Heart cross contaminated with that of U3816's heart.,NA,Heart cross contaminated with that of u3816's heart. DNA sample is from the kindey.
BRN35-A6,U3818,PI,2016-05-22,J02,50.601718,-126.701857,102,106,13.1,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H4,U3819,PI,2016-06-01,J02,50.60125,-126.704457,114,NA,17.5,2017-02-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G4,U3820,PI,2016-06-01,J02,50.60125,-126.704457,115,NA,15.3,2017-02-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-F4,U3821,PI,2016-06-01,J02,50.60125,-126.704457,117,122,18,2017-02-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H9,U3822,PI,2016-05-22,J09,50.543296,-126.816816,118,NA,16.9,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G9,U3823,PI,2016-05-22,J09,50.543296,-126.816816,122,NA,17.5,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-A9,U3824,PI,2016-06-14,D22,50.235322,-125.39888,109,114,12.7,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G11,U3826,PI,2016-06-14,D22,50.235322,-125.39888,102,106,10.3,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-F11,U3827,PI,2016-06-14,D22,50.235322,-125.39888,103,108,11,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E11,U3828,PI,2016-06-14,D22,50.235322,-125.39888,113,118,14.2,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-D11,U3829,PI,2016-06-14,D22,50.235322,-125.39888,104,109,10.4,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C11,U3830,PI,2016-06-14,D22,50.235322,-125.39888,107,111,10.8,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,Only 1 otolith
BRN35-B11,U3831,PI,2016-06-14,D22,50.235322,-125.39888,103,107,10.7,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-A11,U3832,PI,2016-06-14,D22,50.235322,-125.39888,106,111,12.2,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H12,U3833,PI,2016-06-14,D22,50.235322,-125.39888,103,108,11.7,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G12,U3834,PI,2016-06-09,J02,50.602327,-126.701507,111,116,15.3,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,Gill from U3835 touched inner wall of tube,NA,Gill from u3835 touched inner wall of tube
BRN35-F12,U3835,PI,2016-06-09,J02,50.602327,-126.701507,106,NA,12.6,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,Only 1 otolith
BRN35-E12,U3836,PI,2016-06-09,J02,50.602327,-126.701507,105,110,13.6,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-D12,U3837,PI,2016-06-09,J02,50.602327,-126.701507,115,120,18.1,2017-03-19,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C12,U3838,PI,2016-06-09,J02,50.602327,-126.701507,103,106,14,2017-03-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,1 broken otolith
BRN35-B12,U3839,PI,2016-06-09,J02,50.602327,-126.701507,92,96,8.6,2017-03-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-A12,U3840,PI,2016-06-09,J02,50.602327,-126.701507,130,NA,27.2,2017-03-20,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E4,U3852,PI,2016-05-22,J02,50.601718,-126.701857,109,114,14.5,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-D4,U3853,PI,2016-05-22,J02,50.601718,-126.701857,99,103,9.5,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C4,U3854,PI,2016-05-22,J02,50.601718,-126.701857,99,105,10.2,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-B4,U3855,PI,2016-05-22,J02,50.601718,-126.701857,97,102,9.5,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,Nematode on lower intestines.,Only one otolith.
BRN35-A4,U3856,PI,2016-05-22,J02,50.601718,-126.701857,127,133,26.3,2017-02-27,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H7,U3857,PI,2016-05-23,D22,50.224106,-125.395004,102,107,10.3,2017-03-07,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G7,U3858,PI,2016-05-23,D22,50.224106,-125.395004,87,NA,7.8,2017-03-07,NA,NA,NA,NA,NA,NA,BRN35,Heart touched outside of fish.,NA,Heart touched outside of fish.
BRN35-F7,U3859,PI,2016-05-23,D22,50.224106,-125.395004,92,97,7.9,2017-03-07,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E7,U3860,PI,2016-05-23,D22,50.224106,-125.395004,104,NA,10.8,2017-03-07,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-D7,U3861,PI,2016-05-23,D22,50.224106,-125.395004,93,NA,8.5,2017-03-07,NA,NA,NA,NA,NA,NA,BRN35,Fish fell on floor,NA,Fish fell on floor!
BRN35-C7,U3862,PI,2016-05-23,D22,50.224106,-125.395004,89,NA,7.1,2017-03-07,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-B7,U3863,PI,2016-05-23,D22,50.224106,-125.395004,92,NA,8,2017-03-07,NA,NA,NA,NA,NA,NA,BRN35,NA,Pale spots on heart.,NA
BRN35-A7,U3864,PI,2016-05-23,D22,50.224106,-125.395004,98,NA,8.7,2017-03-07,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-F9,U3865,PI,2016-06-01,D09,50.308769,-125.326765,98,102,10.5,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E9,U3866,PI,2016-05-22,J09,50.543296,-126.816816,105,NA,12.3,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-D9,U3867,PI,2016-06-02,J09,50.543432,-126.8134,100,115,10.2,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H8,U3868,PI,2016-05-23,D22,50.224106,-125.395004,94,NA,8.8,2017-03-08,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G8,U3869,PI,2016-05-22,J09,50.543296,-126.816816,108,113,11.9,2017-03-08,NA,NA,NA,NA,NA,NA,BRN35,NA,"Rocinela propodialis present on gills, under operculum.",NA
BRN35-F8,U3870,PI,2016-05-22,J09,50.543296,-126.816816,105,NA,11.4,2017-03-08,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E8,U3871,PI,2016-05-22,J09,50.543296,-126.816816,105,111,11.2,2017-03-08,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,DNA sample is kindey.
BRN35-D8,U3872,PI,2016-05-22,J09,50.543296,-126.816816,117,NA,15.5,2017-03-08,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C8,U3873,PI,2016-05-22,J09,50.543296,-126.816816,108,114,13.3,2017-03-08,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-B8,U3874,PI,2016-05-22,J09,50.543296,-126.816816,112,117,11.6,2017-03-08,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-A8,U3875,PI,2016-05-22,J09,50.543296,-126.816816,111,116,14.9,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-H10,U3876,PI,2016-05-14,D08,50.32113,-125.040588,54,NA,1.6,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-G10,U3877,PI,2016-06-01,D09,50.308769,-125.326765,100,106,9.8,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-F10,U3878,PI,2016-06-02,J09,50.543432,-126.8134,108,112,12.7,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-E10,U3879,PI,2016-06-02,J09,50.543432,-126.8134,106,110,11.5,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-D10,U3880,PI,2016-06-02,J09,50.543432,-126.8134,107,NA,12.5,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C10,U3881,PI,2016-06-02,J09,50.543432,-126.8134,107,NA,12.6,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-B10,U3882,PI,2016-06-01,D09,50.308769,-125.326765,93,98,8.9,2017-03-09,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-C9,U3883,PI,2016-05-15,D22,50.243454,-125.398108,126,132,23,2017-03-16,NA,NA,NA,NA,NA,NA,BRN35,Fish fell on floor,NA,1 otolith; fish hit floor before dissection
BRN35-B9,U3884,PI,2016-05-15,D22,50.243454,-125.398108,100,NA,9.6,2017-03-16,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,NA
BRN35-A10,U3885,PI,2016-05-14,D08,50.32113,-125.040588,59,62,1.7,2017-03-10,NA,NA,NA,NA,NA,NA,BRN35,NA,NA,Fish had no scales.
BRN38-H1,U3332,CU,2016-06-14,D22,50.235322,-125.39888,92,97,8,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G1,U3333,CU,2016-06-14,D22,50.235322,-125.39888,98,103,10.4,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,Lost 1 otolith
BRN38-F1,U3334,CU,2016-06-14,D22,50.235322,-125.39888,102,107,12.9,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-E1,U3335,CU,2016-06-14,D22,50.235322,-125.39888,102,107,12.4,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-D1,U3336,CU,2016-06-07,D22,50.242671,-125.398265,108,113,13.8,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-C1,U3337,CU,2016-06-07,D22,50.242671,-125.398265,99,104,10.8,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,Brain fell on cool rack,NA,Brain fell on cool rack
BRN38-B1,U3338,CU,2016-06-07,D22,50.242671,-125.398265,114,120,16.5,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-A1,U3339,CU,2016-06-07,D22,50.242671,-125.398265,106,111,13.9,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-H2,U3340,CU,2016-06-07,D22,50.242671,-125.398265,103,108,11.9,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G2,U3341,CU,2016-06-07,D22,50.242671,-125.398265,115,121,15.2,2017-02-06,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-F2,U3601,CU,2016-06-07,D22,50.242671,-125.398265,119,NA,21,2017-02-14,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-E2,U3602,CU,2016-06-07,D22,50.242671,-125.398265,88,93,7.8,2017-02-14,NA,NA,NA,NA,NA,NA,BRN38,Dropped muscle sample into RNA vial 38-F2 by accident; retrieved.,NA,Dropped muscle sample into RNA vial 38 f2 by accident; retrieved.
BRN38-D2,U3603,CU,2016-06-07,D22,50.242671,-125.398265,108,113,12.4,2017-02-14,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-C2,U3604,CU,2016-06-07,D22,50.242671,-125.398265,106,NA,11.9,2017-02-14,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-B2,U3605,CU,2016-05-27,D22,50.243773,-125.397476,94,99,9.3,2017-02-14,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-A2,U3606,CU,2016-05-27,D22,50.243773,-125.397476,83,88,6.6,2017-02-15,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-H3,U3607,CU,2016-05-27,D22,50.243773,-125.397476,90,96,8.2,2017-02-15,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G3,U3608,CU,2016-05-27,D22,50.243773,-125.397476,92,97,8.4,2017-02-15,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-F3,U3609,CU,2016-05-27,D22,50.243773,-125.397476,74,79,4.4,2017-02-15,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-E3,U3610,CU,2016-05-27,D22,50.243773,-125.397476,98,103,11.6,2017-02-15,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-D3,U3611,CU,2016-05-27,D22,50.243773,-125.397476,95,100,9.2,2017-02-15,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-C3,U3612,CU,2016-05-27,D22,50.243773,-125.397476,95,100,9,2017-02-15,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-B3,U3613,CU,2016-07-06,D09,50.307066,-125.322977,120,125,17.9,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,Nematode behind spleen,NA
BRN38-A3,U3614,CU,2016-07-06,D09,50.307066,-125.322977,127,133,23,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-H4,U3615,CU,2016-07-06,D09,50.307066,-125.322977,143,149,31.7,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G4,U3616,CU,2016-07-06,D09,50.307066,-125.322977,146,152,33.5,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,Kidney fell in cool rack,NA,Kidney fell in cool rack
BRN38-F4,U3617,CU,2016-07-06,D09,50.307066,-125.322977,129,135,24.8,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,Tiny flabellifera on underside,Stomach broke in half; one broken otolith
BRN38-E4,U3618,CU,2016-07-06,D09,50.307066,-125.322977,120,125,18,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-D4,U3619,CU,2016-07-06,D09,50.307066,-125.322977,133,NA,27,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,Brain fell in cool rack,NA,Brain fell in cool rack
BRN38-C4,U3620,CU,2016-07-06,D09,50.307066,-125.322977,143,144,30.5,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,Spleen fell on chamois,NA,Spleen fell on chamois
BRN38-B4,U3621,CU,2016-07-06,D09,50.307066,-125.322977,112,NA,14.2,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-A4,U3622,CU,2016-07-06,D09,50.307066,-125.322977,135,140,29.1,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,Brain fell in cool rack,Huge flabellifera (in bag),Brain fell in cool rack
BRN38-H5,U3623,CU,2016-05-23,D22,50.224106,-125.395004,87,92,7.8,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G5,U3624,CU,2016-05-23,D22,50.224106,-125.395004,122,127,21.4,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-F5,U3625,CU,2016-05-23,D22,50.224106,-125.395004,92,97,9.6,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-E5,U3626,CU,2016-05-23,D22,50.224106,-125.395004,92,97,8.5,2017-02-16,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-D5,U3627,CU,2016-05-23,D22,50.224106,-125.395004,94,100,10.2,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-C5,U3628,CU,2016-05-23,D22,50.224106,-125.395004,98,103,10.3,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-B5,U3629,CU,2016-05-23,D22,50.224106,-125.395004,85,90,7.2,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,Lost 1 otolith.
BRN38-A5,U3630,CU,2016-05-23,D22,50.224106,-125.395004,93,98,9.8,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-H6,U3631,CU,2016-05-23,D22,50.224106,-125.395004,82,NA,6.3,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,Heart fell into G6 (retrieved). Left in -20 freezer overnight,NA,Heart fell into g6 (retrieved). samples left in -20 freezer overnight
BRN38-G6,U3632,CU,2016-05-23,D22,50.224106,-125.395004,90,95,8.6,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,Left in -20 freezer overnight,NA,G6 previously had heart from u3680. samples left in -20 freezer overnight
BRN38-F6,U3633,CU,2016-06-01,D22,50.24565,-125.396035,88,92,7.3,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,Left in -20 freezer overnight,NA,Samples left in -20 freezer overnight
BRN38-E6,U3634,CU,2016-06-01,D22,50.24565,-125.396035,91,97,8.3,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,Left in -20 freezer overnight,NA,Samples left in -20 freezer overnight
BRN38-D6,U3635,CU,2016-06-01,D22,50.24565,-125.396035,81,86,6.5,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,Left in -20 freezer overnight,Noticeable scale loss (2 photos taken),Samples left in -20 freezer overnight
BRN38-C6,U3636,CU,2016-06-01,D22,50.24565,-125.396035,77,81,5.7,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,Spleen slightly thawed. Left in -20 freezer overnight,Very small spleen,Spleen slightly thawed. lost 1 otolith. samples left in -20 freezer overnight
BRN38-B6,U3637,CU,2016-06-01,D22,50.24565,-125.396035,84,88,7.7,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,Left in -20 freezer overnight,NA,Samples left in -20 freezer overnight
BRN38-A6,U3638,CU,2016-06-01,D22,50.24565,-125.396035,85,89,6.7,2017-02-17,NA,NA,NA,NA,NA,NA,BRN38,Left in -20 freezer overnight,NA,Samples left in -20 freezer overnight
BRN38-H7,U3639,CU,2016-06-01,D22,50.24565,-125.396035,84,88,7.5,2017-02-18,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G7,U3640,CU,2016-06-01,D22,50.24565,-125.396035,80,84,6,2017-02-18,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-F7,U3641,CU,2016-06-01,D22,50.24565,-125.396035,86,90,7.3,2017-02-18,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-E7,U3642,CU,2016-06-01,D22,50.24565,-125.396035,97,102,10.6,2017-02-18,NA,NA,NA,NA,NA,NA,BRN38,NA,Nematode between heart & livier,NA
BRN38-D7,U3643,CU,2016-06-02,J09,50.543432,-126.8134,97,102,9.5,2017-02-18,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-C7,U3644,CU,2016-06-02,J09,50.543432,-126.8134,106,111,13.7,2017-02-18,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-B7,U3645,CU,2016-06-02,J09,50.543432,-126.8134,97,101,10.7,2017-02-18,NA,NA,NA,NA,NA,NA,BRN38,NA,Pale kidney,NA
BRN38-A7,U3646,CU,2016-06-02,J09,50.543432,-126.8134,95,100,9.9,2017-02-18,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-H8,U3647,CU,2016-06-02,J09,50.543432,-126.8134,104,110,12.4,2017-02-18,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G8,U3648,CU,2016-06-02,J09,50.543432,-126.8134,98,NA,10.4,2017-02-19,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-F8,U3649,CU,2016-06-02,J09,50.543432,-126.8134,113,118,15.2,2017-02-19,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-E8,U3650,CU,2016-06-02,J09,50.543432,-126.8134,100,NA,11.2,2017-02-19,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-D8,U3651,CU,2016-06-02,J09,50.543432,-126.8134,101,107,11.8,2017-02-19,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-C8,U3652,CU,2016-06-02,J09,50.543432,-126.8134,95,100,11.6,2017-02-19,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-B8,U3653,CU,2016-06-01,J02,50.60125,-126.704457,127,132,25.8,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-A8,U3654,CU,2016-06-01,J02,50.60125,-126.704457,114,119,17.7,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-H9,U3655,CU,2016-06-01,J02,50.60125,-126.704457,103,109,12.4,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G9,U3656,CU,2016-06-01,J02,50.60125,-126.704457,108,113,14,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-F9,U3657,CU,2016-06-01,J02,50.60125,-126.704457,104,109,13.2,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-E9,U3658,CU,2016-06-01,J02,50.60125,-126.704457,140,147,33.1,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-D9,U3659,CU,2016-06-01,J02,50.60125,-126.704457,125,130,23.9,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,Lost 1 otolith
BRN38-C9,U3660,CU,2016-06-01,J02,50.60125,-126.704457,122,128,22,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,Outside scalpel touched spleen,"Nematode on intestine, behind spleen",Outside scalpel touched spleen
BRN38-B9,U3661,CU,2016-06-01,J02,50.60125,-126.704457,120,126,20,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-A9,U3662,CU,2016-06-01,J02,50.60125,-126.704457,130,137,28.3,2017-02-20,NA,NA,NA,NA,NA,NA,BRN38,Kidney thawed,NA,Kidney thawed
BRN38-H10,U3663,CU,2016-05-22,J09,50.543296,-126.816816,112,118,15.5,2017-02-21,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G10,U3664,CU,2016-05-22,J09,50.543296,-126.816816,110,115,13.3,2017-02-21,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-F10,U3665,CU,2016-05-22,J09,50.543296,-126.816816,124,130,20.6,2017-02-21,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-E10,U3666,CU,2016-05-22,J09,50.543296,-126.816816,110,116,14.1,2017-02-21,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-D10,U3667,CU,2016-05-22,J09,50.543296,-126.816816,117,123,19.2,2017-02-21,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-C10,U3668,CU,2016-05-22,J09,50.543296,-126.816816,111,116,13.6,2017-02-21,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-B10,U3669,CU,2016-05-22,J09,50.543296,-126.816816,125,131,20.1,2017-02-21,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-A10,U3670,CU,2016-05-22,J09,50.543296,-126.816816,113,118,17.8,2017-02-21,NA,NA,NA,NA,NA,NA,BRN38,Heart accidentally put in B10 (subsequently put in A10),NA,Heart accidentally put in b10 (subsequently put in a10)
BRN38-H11,U3671,CU,2016-05-22,J09,50.543296,-126.816816,106,111,13.2,2017-02-22,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-G11,U3672,CU,2016-05-28,J02,50.60125,-126.704457,124,NA,24.5,2017-02-22,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-F11,U3673,CU,2016-05-28,J02,50.60125,-126.704457,116,122,16.8,2017-02-22,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-E11,U3674,CU,2016-05-28,J02,50.60125,-126.704457,117,122,17.2,2017-02-22,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-D11,U3675,CU,2016-05-28,J02,50.60125,-126.704457,112,116,16.2,2017-02-22,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-C11,U3676,CU,2016-05-28,J02,50.60125,-126.704457,107,112,15.4,2017-02-24,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,Only one otolith
BRN38-B11,U3677,CU,2016-05-28,J02,50.60125,-126.704457,116,122,17.4,2017-02-24,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-A11,U3678,CU,2016-05-28,J02,50.60125,-126.704457,110,116,16.6,2017-02-24,NA,NA,NA,NA,NA,NA,BRN38,NA,Large spleen,NA
BRN38-H12,U3679,CU,2016-05-28,J02,50.60125,-126.704457,102,NA,12,2017-02-24,NA,NA,NA,NA,NA,NA,BRN38,NA,Tiny spleen,NA
BRN38-G12,U3680,CU,2016-05-28,J02,50.60125,-126.704457,120,124,18.3,2017-02-24,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-F12,U3681,CU,2016-05-28,J02,50.60125,-126.704457,123,128,19.4,2017-02-24,NA,NA,NA,NA,NA,NA,BRN38,Outside forceps touched spleen,NA,Outside foreceps touched spleen. one broken otolith
BRN38-E12,U3682,CU,2016-05-27,J09,50.543432,-126.8134,103,108,12.1,2017-02-24,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,Lost one otolith
BRN38-D12,U3683,CU,2016-06-01,D09,50.308769,-125.326765,86,90,7.4,2017-02-24,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-C12,U3684,CU,2016-06-01,D09,50.308769,-125.326765,94,99,8.9,2017-02-26,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-B12,U3685,CU,2016-06-01,D09,50.308769,-125.326765,107,112,12.7,2017-02-26,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
BRN38-A12,U3686,CU,2016-06-01,D09,50.308769,-125.326765,94,99,8,2017-02-26,NA,NA,NA,NA,NA,NA,BRN38,NA,NA,NA
