ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,length delta,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,qc_data
U4252,2016-06-04-J03-SO-2,2017-08-30,none,none,7.1,88,92,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4253,2016-06-04-J03-SO-6,2017-08-30,none,none,9,92,97,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4254,2016-06-04-J03-SO-5,2017-08-30,none,none,6.3,82,86,NA,NA,Lost one otolith.,NA,CVJ,full work-up 1,CVJ
U4255,2016-06-04-J03-SO-4,2017-08-30,none,none,6.4,85,89,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4256,2016-06-04-J03-SO-7,2017-08-30,none,none,9.5,92,97,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4257,2016-06-04-J03-SO-10,2017-08-30,none,none,9.4,96,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4258,2016-06-04-J03-SO-8,2017-08-30,none,none,7.2,88,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4259,2016-06-10-J03-SO-14,2017-08-31,none,none,9.9,95,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4260,2016-06-10-J03-SO-20,2017-09-05,none,none,10.6,98,103,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4261,2016-06-10-J03-SO-17,2017-09-05,none,none,12.5,103,108,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4262,2016-06-10-J03-SO-13,2017-09-05,none,none,12.7,104,109,NA,NA,One otolith only.,NA,CVJ,full work-up 1,BJ
U4263,2016-06-10-J03-SO-18,2017-09-05,none,none,10.9,103,107,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4264,2016-06-10-J03-SO-1,2017-09-05,none,none,9.5,92,97,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4265,2016-06-10-J03-SO-15,2017-09-05,none,none,11.2,102,106,NA,NA,NA,Lesions on cadaul peduncal area. both sides. possibly bird predation scars.,CVJ,full work-up 1,BJ
U4266,2016-06-10-J03-SO-19,2017-09-05,none,none,9.8,100,106,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4267,2016-06-10-J03-SO-11,2017-09-05,none,none,9.1,99,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4268,2016-06-10-J03-SO-16,2017-09-05,none,none,10.1,98,104,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4205,2016-05-26-D07-SO-22,2017-09-08,none,none,7.4,92,96,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U4206,2016-05-26-D07-SO-3,2017-09-08,none,none,5.8,80,84,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U4207,2016-05-26-D07-SO-2,2017-09-08,none,none,6.2,83,NA,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U4208,2016-05-26-D07-SO-19,2017-09-08,none,none,6.1,81,85,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U4269,2016-05-26-D07-SO-20,2017-09-08,none,none,6.3,86,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4270,2016-05-26-D07-SO-16,2017-09-08,none,none,8.4,94,99,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4271,2016-05-26-D07-SO-18,2017-09-08,none,none,7.2,NA,NA,NA,NA,Forgot to measure,NA,CVJ,full work-up 1,CVJ
U4272,2016-05-26-D07-SO-21,2017-09-08,none,none,6.2,86,91,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4297,2016-05-26-D07-SO-8,2017-09-08,none,none,5.9,85,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4298,2016-05-26-D07-SO-9,2017-09-08,none,none,5.6,81,86,NA,NA,NA,Emaciated fish.,CVJ,full work-up 1,CVJ
U4299,2016-05-26-D07-SO-6,2017-09-08,none,none,5.8,84,NA,NA,NA,NA,Emaciated fish.,CVJ,full work-up 1,CVJ
U4300,2016-05-26-D07-SO-5,2017-09-08,none,none,7.1,87,91,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4301,2016-05-26-D07-SO-4,2017-09-13,none,none,6.2,86,90,NA,NA,Muscle and gill samples placed in the same well as e row u4300,NA,CVJ,full work-up 1,JG
U4285,2016-05-26-D07-SO-7,2017-09-14,none,none,7.5,91,96,NA,NA,NA,NA,JG,full work-up 1,BJ
U4286,2016-05-26-D07-SO-12,2017-09-14,none,none,5.6,77,81,NA,NA,NA,NA,JG,full work-up 1,BJ
U4287,2016-05-26-D07-SO-11,2017-09-14,none,none,6.8,87,93,NA,NA,NA,NA,JG,full work-up 1,BJ
U4288,2016-05-26-D07-SO-13,2017-09-14,none,none,7.1,90,95,NA,NA,NA,NA,JG,full work-up 1,BJ
U4289,2016-05-26-D07-SO-15,2017-09-14,none,none,7.6,90,94,NA,NA,NA,NA,JG,full work-up 1,BJ
U4290,2016-05-26-D07-SO-14,2017-09-14,none,none,7.5,90,95,NA,NA,NA,NA,JG,full work-up 1,BJ
U4291,2016-05-26-D07-SO-17,2017-09-14,none,none,7.2,86,91,NA,NA,NA,NA,JG,full work-up 1,BJ
U4302,2016-06-14-D09-SO-24,2017-09-14,none,none,8.4,89,NA,NA,NA,NA,Scares and lesions on caudal peduncle on left side.,CVJ,full work-up 1,JG
U4177,2016-06-14-D09-SO-27,2017-09-15,none,none,8.9,94,99,NA,NA,NA,NA,JG,full work-up 1,KDB
U4178,2016-06-18-J09-SO-26,2017-09-15,none,none,7.9,88,94,NA,NA,NA,NA,JG,full work-up 1,KDB
U4179,2016-06-18-J09-SO-27,2017-09-15,none,none,9,91,96,NA,NA,NA,NA,JG,full work-up 1,KDB
U4180,2016-06-18-J09-SO-29,2017-09-15,none,none,7.4,82,86,NA,NA,NA,NA,JG,full work-up 1,KDB
U4181,2016-06-18-J09-SO-21,2017-09-15,none,none,6.6,82,87,NA,NA,NA,NA,JG,full work-up 1,KDB
U4182,2016-06-18-J09-SO-22,2017-09-15,none,none,11.3,102,107,NA,NA,Fish hit floor. only 1 otolith,NA,JG,full work-up 1,KDB
U4183,2016-06-18-J09-SO-24,2017-09-15,none,none,8.6,93,NA,NA,NA,NA,Hemorrhaging vent,JG,full work-up 1,KDB
U4292,2016-06-14-D09-SO-23,2017-09-15,none,none,9.2,94,NA,NA,NA,NA,NA,JG,full work-up 1,KDB
U4293,2016-06-14-D09-SO-28,2017-09-15,none,none,8.1,92,NA,NA,NA,Small/incomplete brain sample,NA,JG,full work-up 1,KDB
U4294,2016-06-14-D09-SO-25,2017-09-15,none,none,9.8,96,101,NA,NA,NA,NA,JG,full work-up 1,KDB
U4295,2016-06-14-D09-SO-21,2017-09-15,none,none,9,94,99,NA,NA,NA,NA,JG,full work-up 1,KDB
U4296,2016-06-14-D09-SO-26,2017-09-15,none,none,7.8,90,95,NA,NA,NA,NA,JG,full work-up 1,KDB
U4303,2016-06-14-D09-SO-29,2017-09-15,none,none,8.8,93,NA,NA,NA,NA,Lesions and sclae loss on bottom left flank.,CVJ,full work-up 1,JG
U4304,2016-06-14-D09-SO-22,2017-09-15,none,none,10.3,102,NA,NA,NA,NA,NA,CVJ,full work-up 1,JG
U4305,2016-06-14-D09-SO-30,2017-09-15,none,none,10,102,NA,NA,NA,NA,NA,CVJ,full work-up 1,JG
U4306,2016-06-18-J09-SO-28,2017-09-15,none,none,7.8,89,94,NA,NA,NA,NA,CVJ,full work-up 1,JG
U4307,2016-06-18-J09-SO-25,2017-09-15,none,none,6.8,89,94,NA,NA,NA,NA,CVJ,full work-up 1,JG
U4308,2016-06-18-J09-SO-23,2017-09-15,none,none,6.6,87,91,NA,NA,NA,NA,CVJ,full work-up 1,JG
U4184,2016-06-18-J09-SO-30,2017-09-18,none,none,9.7,95,100,NA,NA,NA,Lesion on left flank,JG,full work-up 1,CVJ
U4185,2016-05-27-D09-SO-22,2017-09-18,none,none,8,91,96,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4186,2016-05-27-D09-SO-21,2017-09-18,none,none,6.5,81,87,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4187,2016-05-27-D09-SO-9,2017-09-18,none,none,5.7,80,85,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4188,2016-05-27-D09-SO-16,2017-09-18,none,none,8.1,91,95,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4189,2016-05-27-D09-SO-27,2017-09-18,none,none,10,101,106,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4190,2016-05-27-D09-SO-28,2017-09-18,none,none,7.2,83,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4191,2016-05-27-D09-SO-25,2017-09-18,none,none,8,91,94,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4192,2016-05-27-D09-SO-10,2017-09-18,none,none,7.6,91,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4193,2016-05-27-D09-SO-20,2017-09-18,none,none,9.8,98,102,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4194,2016-05-27-D09-SO-26,2017-09-18,none,none,7.2,88,93,NA,NA,NA,Nematode on stomach,JG,full work-up 1,CVJ
U4209,2016-05-27-D09-SO-11,2017-09-18,none,none,7.1,88,93,NA,NA,NA,NA,BJ,full work-up 1,KDB
U4210,2016-05-27-D09-SO-18,2017-09-18,none,none,7.1,88,93,NA,NA,"Dropped fish on the table, forget to take the stomach",NA,BJ,full work-up 1,KDB
U4211,2016-05-27-D09-SO-30,2017-09-18,none,none,7.8,91,97,NA,NA,NA,NA,BJ,full work-up 1,KDB
U4212,2016-05-27-D09-SO-7,2017-09-18,none,none,6.9,88,93,NA,NA,Heart RNA is contaminated,NA,BJ,full work-up 1,KDB
U4213,2016-05-28-J03-SO-17,2017-09-18,none,none,7.3,90,95,NA,NA,NA,NA,BJ,full work-up 1,KDB
U4214,2016-05-28-J03-SO-20,2017-09-18,none,none,8.8,90,94,NA,NA,Dropped brain on outside part of skull cap,NA,BJ,full work-up 1,KDB
U4309,2016-05-27-D09-SO-14,2017-09-18,none,none,9.1,95,100,NA,NA,NA,5 cal bs and 3 cal as attached.,CVJ,full work-up 1,BJ
U4310,2016-05-27-D09-SO-24,2017-09-18,none,none,8.5,94,99,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4311,2016-05-27-D09-SO-19,2017-09-18,none,none,8.2,95,100,NA,NA,NA,2 cal bs,CVJ,full work-up 1,BJ
U4312,2016-05-27-D09-SO-29,2017-09-18,none,none,7.1,82,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4313,2016-05-27-D09-SO-17,2017-09-18,none,none,8,90,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4195,2016-05-27-D09-SO-23,2017-09-19,none,none,6.3,82,87,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4196,2016-06-14-D22-SO-18,2017-09-19,none,none,17.6,105,121,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4197,2016-06-14-D22-SO-19,2017-09-19,none,none,10.9,97,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4198,2016-06-14-D22-SO-15,2017-09-19,none,none,9,92,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4199,2016-06-14-D22-SO-17,2017-09-19,none,none,18.4,118,124,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4200,2016-06-14-D22-SO-14,2017-09-19,none,none,16.3,115,121,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4314,2016-06-14-D22-SO-20,2017-09-19,none,none,8.7,95,NA,NA,NA,NA,NA,CVJ,full work-up 1,BJ
U4315,2016-06-14-D22-SO-11,2017-09-19,none,none,11.1,100,104,NA,NA,One otolith broken,NA,MF,full work-up 1,NA
U4316,2016-06-14-D22-SO-13,2017-09-19,none,none,12.9,105,110,NA,NA,NA,NA,MF,full work-up 1,NA
U4317,2016-06-14-D22-SO-12,2017-09-19,none,none,11.3,99,104,NA,NA,One otolith broken,Lesions on tail area,MF,full work-up 1,NA
U4345,2016-06-14-D22-SO-16,2017-09-19,none,none,12.8,104,110,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4346,2016-05-28-J03-SO-12,2017-09-19,none,none,9,95,100,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4347,2016-05-28-J03-SO-16,2017-09-19,none,none,9,91,96,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4348,2016-05-28-J03-SO-11,2017-09-19,none,none,7.7,87,92,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4349,2016-05-28-J03-SO-15,2017-09-19,none,none,9.8,94,99,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4350,2016-05-28-J03-SO-18,2017-09-19,none,none,9.1,94,99,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4318,2016-05-22-J09-SO-29,2017-09-20,none,none,18.6,125,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4319,2016-05-22-J09-SO-24,2017-09-20,none,none,11.8,107,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4320,2016-05-22-J09-SO-23,2017-09-20,none,none,13.4,110,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4321,2016-05-22-J09-SO-19,2017-09-20,none,none,13,114,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4322,2016-05-22-J09-SO-22,2017-09-20,none,none,13.7,113,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4323,2016-05-22-J09-SO-21,2017-09-20,none,none,7,91,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4215,2016-05-22-J09-SO-25,2017-09-21,none,none,13.2,111,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4216,2016-05-22-J09-SO-18,2017-09-21,none,none,10.5,105,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4217,2016-05-23-D22-SO-4,2017-09-21,none,none,6.7,84,88,NA,NA,Pale liver,Fish ID tag in carcass bag has the wrong UFN written on it.,BJ,full work-up 1,NA
U4218,2016-05-23-D22-SO-30,2017-09-21,none,none,9.3,99,104,NA,NA,NA,Fish ID tag in carcass bag has the wrong UFN written on it.,BJ,full work-up 1,NA
U4219,2016-05-23-D22-SO-25,2017-09-21,none,none,9.5,97,104,NA,NA,NA,Fish ID tag in carcass bag has the wrong UFN written on it.,BJ,full work-up 1,NA
U4220,2016-05-23-D22-SO-11,2017-09-21,none,none,10.1,97,102,NA,NA,NA,Fish ID tag in carcass bag has the wrong UFN written on it.,BJ,full work-up 1,NA
U4221,2016-05-15-D22-SO-25,2017-09-21,none,none,6.8,86,91,NA,NA,NA,Fish ID tag in carcass bag has the wrong UFN written on it.,BJ,full work-up 1,NA
U4324,2016-05-22-J09-SO-27,2017-09-21,none,none,10.7,105,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4325,2016-05-22-J09-SO-20,2017-09-21,none,none,12.7,110,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4326,2016-05-22-J09-SO-17,2017-09-21,none,none,11.5,114,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4327,2016-05-23-D22-SO-6,2017-09-21,none,none,6.6,85,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4328,2016-05-23-D22-SO-26,2017-09-21,none,none,6.7,87,92,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4329,2016-05-23-D22-SO-8,2017-09-21,none,none,8.5,91,96,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4330,2016-05-23-D22-SO-29,2017-09-21,none,none,6.5,89,94,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4331,2016-05-23-D22-SO-10,2017-09-21,none,none,8.2,91,96,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4332,2016-05-23-D22-SO-28,2017-09-21,none,none,7.8,89,94,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4333,2016-05-23-D22-SO-19,2017-09-21,none,none,6.8,86,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4334,2016-05-23-D22-SO-23,2017-09-21,none,none,6.5,85,NA,NA,NA,NA,Pale liver,CVJ,full work-up 1,NA
U4351,2016-05-22-J09-SO-28,2017-09-21,none,none,5.5,82,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4352,2016-05-22-J09-SO-26,2017-09-21,none,none,12.6,107,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4353,2016-05-22-J09-SO-16,2017-09-21,none,none,20.5,129,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4354,2016-05-22-J09-SO-30,2017-09-21,none,none,11.8,110,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4355,2016-05-23-D22-SO-22,2017-09-21,none,none,10.1,95,100,NA,NA,NA,NA,JG,full work-up 1,NA
U4356,2016-05-23-D22-SO-27,2017-09-21,none,none,7,87,92,NA,NA,Forgot to sample gill until after completion of remainder of dissection; sample thawed,NA,JG,full work-up 1,NA
U4357,2016-05-23-D22-SO-12,2017-09-21,none,none,6.5,81,NA,NA,NA,Heart & liver slightly thawed,NA,JG,full work-up 1,NA
U4358,2016-05-23-D22-SO-5,2017-09-21,none,none,7.3,91,96,NA,NA,NA,NA,JG,full work-up 1,NA
U4359,2016-05-23-D22-SO-9,2017-09-21,none,none,5.4,78,83,NA,NA,NA,NA,JG,full work-up 1,NA
U4360,2016-05-23-D22-SO-13,2017-09-21,none,none,7.4,88,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4361,2016-05-23-D22-SO-7,2017-09-21,none,none,7.5,88,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4362,2016-05-23-D22-SO-24,2017-09-21,none,none,7.7,86,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4363,2016-05-15-D22-SO-16,2017-09-21,none,none,11.7,107,112,NA,NA,NA,NA,JG,full work-up 1,NA
U4364,2016-05-15-D22-SO-8,2017-09-21,none,none,8.5,95,101,NA,NA,NA,NA,JG,full work-up 1,NA
U4335,2016-05-15-D22-SO-10,2017-09-22,none,none,16.6,118,124,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4336,2016-05-15-D22-SO-18,2017-09-22,none,none,6,86,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4337,2016-05-15-D22-SO-6,2017-09-22,none,none,6.8,89,95,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4338,2016-05-15-D22-SO-30,2017-09-22,none,none,4.9,78,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4339,2016-05-15-D22-SO-11,2017-09-22,none,none,10.5,100,105,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4340,2016-05-15-D22-SO-1,2017-09-22,none,none,15.7,114,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4369,2016-05-15-D22-SO-12,2017-09-22,none,none,10.1,100,105,NA,NA,1 otolith broke,NA,MF,full work-up 1,NA
U4370,2016-05-15-D22-SO-4,2017-09-22,none,none,9,95,NA,NA,NA,1 otolith broke,NA,MF,full work-up 1,NA
U4371,2016-05-15-D22-SO-27,2017-09-22,none,none,6.6,89,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4222,2016-06-14-D22-SO-26,2017-09-25,none,none,16.4,119,124,NA,NA,NA,NA,BJ,full work-up 1,NA
U4223,2016-06-14-D22-SO-24,2017-09-25,none,none,9.9,94,NA,NA,NA,NA,NA,BJ,full work-up 1,NA
U4224,2016-06-14-D22-SO-28,2017-09-25,none,none,9.2,93,99,NA,NA,NA,NA,BJ,full work-up 1,NA
U4341,2016-05-15-D22-SO-13,2017-09-25,none,none,7.2,91,NA,NA,NA,1 broke otolith,NA,CVJ,full work-up 1,NA
U4342,2016-05-15-D22-SO-9,2017-09-25,none,none,8.7,97,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4343,2016-05-28-J03-SO-14,2017-09-25,none,none,8.2,90,95,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4344,2016-06-14-D22-SO-29,2017-09-25,none,none,9.6,96,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4365,2016-05-15-D22-SO-3,2017-09-25,none,none,8.7,97,102,NA,NA,NA,NA,JG,full work-up 1,NA
U4366,2016-05-15-D22-SO-7,2017-09-25,none,none,7.9,91,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4367,2016-05-28-J03-SO-19,2017-09-25,none,none,10.2,99,104,NA,NA,NA,NA,JG,full work-up 1,NA
U4368,2016-05-28-J03-SO-13,2017-09-25,none,none,9.4,94,98,NA,NA,No otliths taken,NA,JG,full work-up 1,NA
U4372,2016-05-15-D22-SO-28,2017-09-25,none,none,6.2,87,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4373,2016-05-15-D22-SO-2,2017-09-25,none,none,13.2,108,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4374,2016-05-15-D22-SO-14,2017-09-25,none,none,16.6,121,NA,NA,NA,1 broke otolith,NA,MF,full work-up 1,NA
U4375,2016-05-15-D22-SO-5,2017-09-25,none,none,9.3,100,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4379,2016-06-09-D07-SO-2,2017-09-25,none,none,6.7,85,89,NA,NA,NA,NA,BJ,full work-up 1,NA
U4380,2016-06-09-D07-SO-4,2017-09-25,none,none,9.7,94,99,NA,NA,NA,NA,BJ,full work-up 1,NA
U4393,2016-06-14-D22-SO-23,2017-09-25,none,none,9.8,98,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4394,2016-06-14-D22-SO-22,2017-09-25,none,none,10.2,93,97,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4417,2016-06-14-D22-SO-25,2017-09-25,none,none,9.2,95,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4418,2016-06-14-D22-SO-30,2017-09-25,none,none,14.5,109,115,NA,NA,1 broken otolith,NA,JG,full work-up 1,NA
U4419,2016-06-14-D22-SO-27,2017-09-25,none,none,10.3,92,97,NA,NA,NA,NA,JG,full work-up 1,NA
U4420,2016-06-14-D22-SO-21,2017-09-25,none,none,11.7,100,105,NA,NA,Brain fell on top of dissection tray,NA,JG,full work-up 1,NA
U4421,2016-06-09-D07-SO-5,2017-09-25,none,none,8.7,91,96,NA,NA,NA,NA,JG,full work-up 1,NA
U4422,2016-06-09-D07-SO-10,2017-09-25,none,none,8.8,94,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4376,2016-06-09-D07-SO-3,2017-09-26,none,none,11.2,101,106,NA,NA,NA,NA,MF,full work-up 1,NA
U4377,2016-06-09-D07-SO-6,2017-09-26,none,none,11,92,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4395,2017-09-26-D07-SO-8,2017-09-26,none,none,11.3,104,109,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4396,2016-05-28-J02-SO-13,2017-09-26,none,none,11.4,107,112,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4397,2016-05-28-J02-SO-15,2017-09-26,none,none,8.5,93,98,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4398,2016-05-28-J02-SO-14,2017-09-26,none,none,7.3,93,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4399,2016-05-28-J02-SO-16,2017-09-26,none,none,9.7,99,105,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4400,2016-06-03-D07-SO-12,2017-09-26,none,none,7.9,91,95,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4401,2016-06-03-D07-SO-15,2017-09-26,none,none,7.3,88,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4402,2016-06-03-D07-SO-20,2017-09-26,none,none,11.1,106,111,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4423,2016-06-09-D07-SO-7,2017-09-26,none,none,12.7,102,107,NA,NA,NA,NA,JG,full work-up 1,NA
U4424,2016-06-09-D07-SO-9,2017-09-26,none,none,8.8,94,99,NA,NA,NA,NA,JG,full work-up 1,NA
U4425,2016-05-28-J02-SO-18,2017-09-26,none,none,13,112,118,NA,NA,NA,NA,JG,full work-up 1,NA
U4426,2016-05-28-J02-SO-17,2017-09-26,none,none,7.7,91,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4427,2016-05-28-J02-SO-12,2017-09-26,none,none,7.8,92,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U4428,2016-05-28-J02-SO-11,2017-09-26,none,none,8.6,96,101,NA,NA,NA,NA,JG,full work-up 1,NA
U4429,2016-06-03-D07-SO-13,2017-09-26,none,none,11.9,101,106,NA,NA,NA,NA,JG,full work-up 1,NA
U4430,2016-06-03-D07-SO-14,2017-09-26,none,none,7.5,87,91,NA,NA,NA,NA,JG,full work-up 1,NA
U4431,2016-06-03-D07-SO-19,2017-09-26,none,none,9.8,99,104,NA,NA,NA,NA,JG,full work-up 1,NA
U4432,2016-06-03-D07-SO-18,2017-09-26,none,none,7.1,84,88,NA,NA,NA,NA,JG,full work-up 1,NA
U4441,2016-06-09-D07-SO-1,2017-09-26,none,none,8.7,88,92,NA,NA,Only one otolith taken,NA,KDB,full work-up 1,NA
U4442,2016-05-28-J02-SO-19,2017-09-26,none,none,9.3,95,101,NA,NA,NA,NA,KDB,full work-up 1,NA
U4443,2016-06-03-D07-SO-11,2017-09-26,none,none,8.6,91,96,NA,NA,NA,NA,KDB,full work-up 1,NA
U4444,2016-06-03-D07-SO-16,2017-09-26,none,none,10.9,100,106,NA,NA,NA,NA,KDB,full work-up 1,NA
U4378,2016-06-03-D07-SO-17,2017-09-27,none,none,8.8,91,NA,NA,NA,1 otolith broke,NA,MF,full work-up 1,NA
U4381,2016-06-09-J09-SO-16,2017-09-27,none,none,10.3,101,106,NA,NA,NA,NA,MF,full work-up 1,NA
U4445,2016-06-09-J09-SO-15,2017-09-27,none,none,7.8,86,91,NA,NA,NA,NA,KDB,full work-up 1,NA
U4446,2016-06-09-J09-SO-19,2017-09-27,none,none,8.3,87,93,NA,NA,NA,NA,KDB,full work-up 1,NA
U4447,2016-06-09-J09-SO-13,2017-09-27,none,none,9.7,94,NA,NA,NA,NA,NA,KDB,full work-up 1,NA
U4448,2016-06-09-J09-SO-20,2017-09-27,none,none,8,91,96,NA,NA,NA,NA,KDB,full work-up 1,NA
U4449,2016-06-09-J09-SO-14,2017-09-27,none,none,7.8,85,90,NA,NA,Brain fell on cool rack,NA,KDB,full work-up 1,NA
U4450,2016-06-09-J09-SO-12,2017-09-27,none,none,10.8,98,104,NA,NA,NA,NA,KDB,full work-up 1,NA
U4451,2016-06-09-J09-SO-17,2017-09-28,none,none,10.5,93,99,NA,NA,NA,NA,KDB,full work-up 1,NA
U4452,2016-06-09-J09-SO-18,2017-09-28,none,none,8.8,87,93,NA,NA,NA,NA,KDB,full work-up 1,NA
U4453,2016-06-09-J09-SO-11,2017-09-28,none,none,8.9,91,96,NA,NA,NA,NA,KDB,full work-up 1,NA
U4454,2016-07-04-J09-SO-14,2017-09-28,none,none,9.5,87,91,NA,NA,NA,NA,KDB,full work-up 1,NA
U4455,2016-07-04-J09-SO-11,2017-09-28,none,none,25.6,125,132,NA,NA,NA,NA,KDB,full work-up 1,NA
U4456,2016-07-04-J09-SO-15,2017-09-28,none,none,11.4,90,95,NA,NA,Brain fell on clean part of dissection tray ; spleen huge!,Huge spleen,KDB,full work-up 1,NA
U4457,2016-07-04-J09-SO-13,2017-09-28,none,none,14.5,102,106,NA,NA,NA,NA,KDB,full work-up 1,NA
U4403,2016-07-04-J09-SO-12,2017-09-29,none,none,12.6,99,NA,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4404,2016-06-03-D07-SO-30,2017-09-29,none,none,8,91,96,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4405,2016-06-03-D07-SO-26,2017-09-29,none,none,8.4,97,102,NA,NA,NA,NA,CVJ,full work-up 1,NA
